datetime,Q_m3d
1990-03-29,1485.3288088737074
1990-03-30,1568.3992428768056
1990-03-31,1803.4996144424413
1990-04-01,2074.5521827036578
1990-04-02,2559.2373024528997
1990-04-03,2410.6377347486873
1990-04-04,2664.879890220502
1990-04-05,2676.9048570333584
1990-04-06,2306.3395532086083
1990-04-07,1975.5302621120773
1990-04-08,1774.1734198682311
1990-04-09,1709.017732341429
1990-04-10,1841.6604785118113
1990-04-11,1766.565787802955
1990-04-12,1563.000278185319
1990-04-13,1438.2105715661896
1990-04-14,1363.483992086298
1990-04-15,1398.4545588379715
1990-04-16,1489.991551107264
1990-04-17,1447.6587597762907
1990-04-18,1307.285677797644
1990-04-19,1200.2880139118222
1990-04-20,1172.0661530245068
1990-04-21,1175.0110428562266
1990-04-22,1148.997849342701
1990-04-23,1125.4387306889423
1990-04-24,1136.0832803931796
1990-04-25,1297.9908692662782
1990-04-26,1494.961052698291
1990-04-27,1967.4931669463413
1990-04-28,5867.999749059304
1990-04-29,6723.8583564028895
1990-04-30,5804.193802705374
1990-05-01,4732.990126417272
1990-05-02,3581.415498471816
1990-05-03,2780.6508717299894
1990-05-04,2248.82217368283
1990-05-05,1920.497633381812
1990-05-06,1623.8613347075293
1990-05-07,1430.6949673081547
1990-05-08,1278.450298195387
1990-05-09,1155.364420693181
1990-05-10,1095.008202427837
1990-05-11,1148.0162193987944
1990-05-12,1106.4196505257514
1990-05-13,1008.0112486491126
1990-05-14,945.309635982077
1990-05-15,974.6358305562873
1990-05-16,1046.4175202044592
1990-05-17,1125.3160269459538
1990-05-18,1140.4085873335182
1990-05-19,1057.7062645593853
1990-05-20,959.6659739117115
1990-05-21,883.3442457729715
1990-05-22,799.2921818259671
1990-05-23,758.1864279248772
1990-05-24,723.4612686591804
1990-05-25,691.3128879962386
1990-05-26,680.6376623562542
1990-05-27,726.2834547479121
1990-05-28,747.2657947989161
1990-05-29,681.9874035291258
1990-05-30,614.3776411425572
1990-05-31,560.6334017136695
1990-06-01,516.4600542378715
1990-06-02,494.74149172893755
1990-06-03,540.6326916065722
1990-06-04,911.8115141462637
1990-06-05,1065.068489138685
1990-06-06,947.150192126902
1990-06-07,837.3303421523485
1990-06-08,727.1423809488304
1990-06-09,646.6487255484873
1990-06-10,592.2909674046581
1990-06-11,549.4673611017317
1990-06-12,761.499428985562
1990-06-13,2433.3379272015277
1990-06-14,2037.0048373492293
1990-06-15,1218.570871617083
1990-06-16,890.9518778382479
1990-06-17,989.85109468684
1990-06-18,1404.3443385014114
1990-06-19,1214.0308331265148
1990-06-20,917.9467012956799
1990-06-21,769.3524685368151
1990-06-22,712.6633392762077
1990-06-23,698.6751125755383
1990-06-24,653.5201351558336
1990-06-25,563.9464027743544
1990-06-26,521.0000927284397
1990-06-27,507.74808848570024
1990-06-28,454.98547900071935
1990-06-29,437.31614001040015
1990-06-30,470.6915581032253
1990-07-01,585.6649652832883
1990-07-02,517.1962766958015
1990-07-03,443.9421421317698
1990-07-04,397.6828310251703
1990-07-05,359.39926321281206
1990-07-06,328.47791997975344
1990-07-07,311.0049069782156
1990-07-08,332.40443975537994
1990-07-09,340.01207182065616
1990-07-10,376.2096760022129
1990-07-11,336.0855520450297
1990-07-12,302.538348712021
1990-07-13,275.5926067517841
1990-07-14,256.2054153596284
1990-07-15,247.37074586446877
1990-07-16,243.32152234585396
1990-07-17,253.87404424285012
1990-07-18,261.7270837941031
1990-07-19,249.57941323825867
1990-07-20,236.32740899551925
1990-07-21,224.05703469668646
1990-07-22,219.02618123416505
1990-07-23,223.1981084957682
1990-07-24,223.81162721070984
1990-07-25,220.00781117807168
1990-07-26,212.5228828557837
1990-07-27,210.55962296797043
1990-07-28,211.90936414084203
1990-07-29,226.26570207047638
1990-07-30,226.26570207047638
1990-07-31,207.49202939326221
1990-08-01,197.55302621120768
1990-08-02,191.7859502907563
1990-08-03,193.99461766454618
1990-08-04,217.18562508934016
1990-08-05,233.7506303927644
1990-08-06,250.56104318216526
1990-08-07,243.32152234585396
1990-08-08,228.10625821530127
1990-08-09,211.54125291187702
1990-08-10,203.93362084660075
1990-08-11,199.76169358499757
1990-08-12,194.36272889351116
