datetime,Q_m3d
2011-06-10,164.4490731903138
2011-06-11,226.84145785851163
2011-06-12,194.43946410924352
2011-06-13,144.4659764060396
2011-06-14,125.97266910630916
2011-06-15,130.10138476414528
2011-06-16,228.2053341789756
2011-06-17,173.05441306507947
2011-06-18,148.41398582957743
2011-06-19,333.7182472726822
2011-06-20,396.37668295704844
2011-06-21,349.36653050042935
2011-06-22,3169.9962822810935
2011-06-23,3602.502655524996
2011-06-24,7610.653955409617
2011-06-25,3113.9058536615207
2011-06-26,1689.245874180891
2011-06-27,1183.0348764277849
2011-06-28,939.1587153702939
2011-06-29,712.4566780126329
2011-06-30,578.798960487627
2011-07-01,486.1073181885109
2011-07-02,391.0607228999159
2011-07-03,308.1871566672288
2011-07-04,263.58157651357203
2011-07-05,233.5559258977177
2011-07-06,231.28755206226418
2011-07-07,182.17985589930984
2011-07-08,156.81216376999788
2011-07-09,150.8728338038862
2011-07-10,146.54119839684387
2011-07-11,300.3309969023832
2011-07-12,175.5132610393882
2011-07-13,137.4011174376032
2011-07-14,111.08105461401688
2011-07-15,88.1029471357938
2011-07-16,79.56624254893335
2011-07-17,69.33048765460137
2011-07-18,214.47352332317863
2011-07-19,129.47046692891723
2011-07-20,133.25759654261245
2011-07-21,78.78703016270892
2011-07-22,83.5635354909162
2011-07-23,513.4645639388854
2011-07-24,232.4162943115421
2011-07-25,134.68253200121953
2011-07-26,100.30471690056442
2011-07-27,240.4459233616316
2011-07-28,882.2011759090809
2011-07-29,324.8715122807358
2011-07-30,190.07587474638558
2011-07-31,132.86436976669557
2011-08-01,97.50544326290388
2011-08-02,104.25599366612241
2011-08-03,105.64388374124977
2011-08-04,81.67877390714223
2011-08-05,77.4537111907244
2011-08-06,73.4246636790192
2011-08-07,76.25891886518016
2011-08-08,63.939330045447896
2011-08-09,57.71366407303484
2011-08-10,41.54067810117321
2011-08-11,24.692374727917098
2011-08-12,249.56797650092128
2011-08-13,1391.084583549755
2011-08-14,390.22286011902844
2011-08-15,214.12756373451802
2011-08-16,159.5480650371866
2011-08-17,103.89498482994567
2011-08-18,76.31086635759517
2011-08-19,65.09020799596104
2011-08-20,64.17246896329645
2011-08-21,52.15528238463281
2011-08-22,49.26353864019923
2011-08-23,56.690244918343964
2011-08-24,74.579283277096
2011-08-25,42.18136384095795
2011-08-26,51.39338582921313
2011-08-27,80.69177155125773
2011-08-28,39.82641085147915
2011-08-29,33.05592100672772
2011-08-30,51.20566280366375
2011-08-31,109.48715760564689
2011-09-01,70.56201053033817
2011-09-02,58.96950809069579
2011-09-03,73.23274130704243
2011-09-04,79.12981293578714
2011-09-05,58.85650890616424
2011-09-06,43.54931447455221
2011-09-07,75.84333892586042
2011-09-08,85.99041577758503
2011-09-09,77.60955366796934
2011-09-10,61.60972600415783
2011-09-11,49.15964365536928
2011-09-12,27.116591040615827
2011-09-13,
2011-09-14,
2011-09-15,
2011-09-16,
2011-09-17,
2011-09-18,
2011-09-19,
2011-09-20,94.66564701088541
2011-09-21,68.10316255602943
2011-09-22,28.900121613529958
2011-09-23,17.523620774650837
2011-09-24,20.770927452604305
2011-09-25,87.30641891876436
2011-09-26,322.7151387126165
2011-09-27,252.11849652066851
2011-09-28,129.4877827597223
2011-09-29,125.53084765020243
2011-09-30,389.1474093178989
2011-10-01,284.6549426032462
2011-10-02,94.78685782652026
2011-10-03,69.10748074271888
2011-10-04,62.181148420722494
2011-10-05,75.0121790472207
2011-10-06,66.28714248614097
2011-10-07,64.77852304147109
2011-10-08,76.32818218840004
2011-10-09,81.12466732138253
2011-10-10,87.44494556520443
2011-10-11,98.56170894200866
2011-10-12,114.49227328260005
2011-10-13,118.89960790222831
2011-10-14,170.76872339882055
2011-10-15,182.87248913150918
2011-10-16,159.91169748409163
2011-10-17,146.89019271873815
2011-10-18,136.32753592769362
2011-10-19,165.954922435033
2011-10-20,175.903654315719
2011-10-21,177.4526340895469
2011-10-22,163.94628606165423
2011-10-23,163.27853382905786
2011-10-24,240.58615320454442
2011-10-25,237.744971686061
2011-10-26,208.75965618497085
2011-10-27,205.36575334719282
2011-10-28,191.11482459468556
2011-10-29,197.24462869965205
2011-10-30,223.38026951942166
2011-10-31,228.2745975021957
2011-11-01,226.2140136364018
2011-11-02,423.5710909240525
2011-11-03,601.852966327041
2011-11-04,384.338610273187
2011-11-05,307.4252601118095
2011-11-06,316.52230498352
2011-11-07,276.04790361084844
2011-11-08,585.6614976435004
2011-11-09,4335.682015543664
2011-11-10,5684.440936662408
2011-11-11,2244.5126206045343
2011-11-12,1359.304262078989
2011-11-13,1062.6783084459014
2011-11-14,860.8969320753333
2011-11-15,708.3848662885807
2011-11-16,585.6444855991998
2011-11-17,501.33131216479035
2011-11-18,444.65321924136214
2011-11-19,425.19764648689846
2011-11-20,387.77071504696806
2011-11-21,344.9313496354202
2011-11-22,329.86657683507775
2011-11-23,304.46425304415607
2011-11-24,290.4903775845284
2011-11-25,294.5076503312862
2011-11-26,317.06705534332326
2011-11-27,768.140997392185
2011-11-28,768.3902957579794
2011-11-29,604.3398109249882
2011-11-30,512.877592613026
2011-12-01,451.14665579323383
2011-12-02,385.0348137797793
2011-12-03,636.2586858884389
2011-12-04,1960.1635910121784
2011-12-05,1495.7587807659224
2011-12-06,1028.2428929183702
2011-12-07,811.249257666187
2011-12-08,
2011-12-09,
2011-12-10,426.29843858807203
2011-12-11,392.03040942499536
2011-12-12,386.21229027451847
2011-12-13,372.5327839385757
2011-12-14,556.8115008033525
2011-12-15,784.7208056750667
2011-12-16,754.6931698047256
2011-12-17,568.1497245425577
2011-12-18,524.877463360885
2011-12-19,510.7477454240121
2011-12-20,464.6183721595177
2011-12-21,479.3714600053685
2011-12-22,465.1358868009354
2011-12-23,
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,
2011-12-28,
2011-12-29,
2011-12-30,418.1751936347196
2011-12-31,412.98256469903407
2012-01-01,
2012-01-02,
2012-01-03,413.17303883788816
2012-01-04,421.3461109778447
2012-01-05,419.73573871298123
2012-01-06,501.03356434241283
2012-01-07,510.2629021614729
2012-01-08,438.74852093686064
2012-01-09,440.2549982168953
2012-01-10,443.8393751935278
2012-01-11,470.8347554185079
2012-01-12,462.6732866703299
2012-01-13,
2012-01-14,442.8696886684485
2012-01-15,467.0270395629207
2012-01-16,507.07537575614543
2012-01-17,482.51829985516673
2012-01-18,464.04694974295205
2012-01-19,
2012-01-20,
2012-01-21,
2012-01-22,
2012-01-23,
2012-01-24,
2012-01-25,
2012-01-26,
2012-01-27,
2012-01-28,
2012-01-29,
2012-01-30,
2012-01-31,
2012-02-01,
2012-02-02,3391.1323048494273
2012-02-03,1974.7867994776498
2012-02-04,
2012-02-05,
2012-02-06,1296.2284624000113
2012-02-07,
2012-02-08,
2012-02-09,
2012-02-10,
2012-02-11,
2012-02-12,646.2787531346776
2012-02-13,
2012-02-14,
2012-02-15,
2012-02-16,
2012-02-17,
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,
2012-02-22,
2012-02-23,
2012-02-24,
2012-02-25,
2012-02-26,
2012-02-27,
2012-02-28,755.772820781104
2012-02-29,
2012-03-01,
2012-03-02,
2012-03-03,
2012-03-04,2256.079595582269
2012-03-05,2954.7290400367956
2012-03-06,2877.4754998501776
2012-03-07,9883.876223488835
2012-03-08,17640.15631596842
2012-03-09,8058.152742846605
2012-03-10,4797.870399446892
2012-03-11,3493.642023214983
2012-03-12,4252.19085134561
2012-03-13,4436.258132802663
2012-03-14,3194.7130640848145
2012-03-15,2644.9354360263505
2012-03-16,2103.353967882252
2012-03-17,2108.721875431798
2012-03-18,2298.1570644384
