datetime,Q_m3d
1996-10-19,184.75638827942498
1996-10-20,184.75638827942498
1996-10-21,184.75638827942498
1996-10-22,240.13081715294607
1996-10-23,375.19893434207063
1996-10-24,236.71912248301294
1996-10-25,274.72890028008186
1996-10-26,257.407988878886
1996-10-27,414.7396007730838
1996-10-28,461.89097069856183
1996-10-29,958.5323592553245
1996-10-30,382.2847617334693
1996-10-31,277.13458241913685
1996-11-01,277.13458241913685
1996-11-02,252.59662460077593
1996-11-03,277.13458241913685
1996-11-04,277.13458241913685
1996-11-05,254.52117031201982
1996-11-06,233.35116748833596
1996-11-07,255.9208399201979
1996-11-08,220.36048393743968
1996-11-09,221.4102361435726
1996-11-10,222.5474677002168
1996-11-11,253.51515778114302
1996-11-12,210.12539992764178
1996-11-13,209.86296187610822
1996-11-14,223.4660008805831
1996-11-15,256.3582366727533
1996-11-16,280.19635968702545
1996-11-17,277.6157188469482
1996-11-18,257.58294757990905
1996-11-19,206.62622590719783
1996-11-20,236.93782085929115
1996-11-21,238.0750524159354
1996-11-22,238.42496981797976
1996-11-23,270.2237137287615
1996-11-24,291.0875388256567
1996-11-25,241.74918513740099
1996-11-26,277.35328079541534
1996-11-27,281.464810269437
1996-11-28,340.0759751118682
1996-11-29,359.6276099510971
1996-11-30,500.38188492344335
1996-12-01,390.026684253701
1996-12-02,265.6747875021839
1996-12-03,276.65344599132584
1996-12-04,274.5976812543156
1996-12-05,272.49817684204936
1996-12-06,270.92354853285
1996-12-07,228.45232385971545
1996-12-08,222.5474677002168
1996-12-09,222.5474677002168
1996-12-10,222.5474677002168
1996-12-11,223.0286041280278
1996-12-12,222.59120737547235
1996-12-13,222.5474677002168
1996-12-14,222.80990575175002
1996-12-15,607.2816512479961
1996-12-16,546.352283617022
1996-12-17,384.1218280942021
1996-12-18,335.48330921003543
1996-12-19,331.7654368133141
1996-12-20,371.131144543305
1996-12-21,367.0633547445395
1996-12-22,332.5964906431697
1996-12-23,322.84254306118225
1996-12-24,
1996-12-25,
1996-12-26,
1996-12-27,189.742711258557
1996-12-28,201.55242357755435
1996-12-29,187.29328944424654
1996-12-30,151.95163183776563
1996-12-31,151.1643176831658
1997-01-01,151.1643176831658
1997-01-02,150.9456193068881
1997-01-03,127.28245499363798
1997-01-04,2180.2508693172554
1997-01-05,3544.809081626944
1997-01-06,2262.0702052993047
1997-01-07,1570.7403380658197
1997-01-08,1174.8476773639568
1997-01-09,980.2061224767797
1997-01-10,798.6864701662648
1997-01-11,658.3695919464732
1997-01-12,
1997-01-13,
1997-01-14,
1997-01-15,
1997-01-16,
1997-01-17,
1997-01-18,
1997-01-19,
1997-01-20,
1997-01-21,157.2441325436867
1997-01-22,4057.2089630372716
1997-01-23,1768.832467334268
1997-01-24,1295.5691810692635
1997-01-25,946.9639692825648
1997-01-26,791.2507253728215
1997-01-27,515.6907712628836
1997-01-28,
1997-01-29,
1997-01-30,391.1639158103452
1997-01-31,235.23197352432473
1997-02-01,152.8701650181322
1997-02-02,109.74284521616427
1997-02-03,88.09170596466906
1997-02-04,
1997-02-05,73.30769572829458
1997-02-06,63.72870684733016
1997-02-07,
1997-02-08,59.70465672381992
1997-02-09,
1997-02-10,60.273272502142035
1997-02-11,58.786123543453485
1997-02-12,57.08027620848723
1997-02-13,
1997-02-14,
1997-02-15,
1997-02-16,58.436206141409116
1997-02-17,61.41050405878628
1997-02-18,5803.976792868827
1997-02-19,4776.664135740629
1997-02-20,3802.144171047067
1997-02-21,4499.208795702949
1997-02-22,3043.115006445831
1997-02-23,2271.1097381854447
1997-02-24,1828.9307811353867
1997-02-25,1492.8351164717753
1997-02-26,1237.395412979389
1997-02-27,1061.1245216995399
1997-02-28,895.7885492335746
1997-03-01,4834.893206868182
1997-03-02,4414.937021377264
1997-03-03,3809.3408056157914
1997-03-04,2585.8896011078605
1997-03-05,1991.4674143849988
1997-03-06,1638.4882350727423
1997-03-07,1424.1638263205691
1997-03-08,1298.6309583371515
1997-03-09,10276.064720921737
1997-03-10,8716.879881677698
1997-03-11,10689.97663245537
1997-03-12,5849.452570841645
1997-03-13,4359.096035967685
1997-03-14,3657.7746196034004
1997-03-15,2882.4445993404597
1997-03-16,2402.6203617871242
1997-03-17,2211.4779809203883
1997-03-18,1974.4089410353317
1997-03-19,1820.882680888368
1997-03-20,14296.2253779246
1997-03-21,
1997-03-22,
1997-03-23,
1997-03-24,
1997-03-25,4196.718456082642
1997-03-26,5550.25962940371
1997-03-27,5933.11871889456
1997-03-28,5877.154365170157
1997-03-29,5282.753006864079
1997-03-30,4815.738245635582
1997-03-31,4527.0563889489795
1997-04-01,4216.504694634606
1997-04-02,4164.454481080498
1997-04-03,3999.118508614539
1997-04-04,3790.917654398144
1997-04-05,3654.449867600847
1997-04-06,3363.31478564991
1997-04-07,2930.558242121566
1997-04-08,2666.370603578071
1997-04-09,2534.7141810588732
1997-04-10,2432.800737713454
1997-04-11,2227.6616607649416
1997-04-12,2116.5628856158555
1997-04-13,2011.1502682499884
1997-04-14,1914.485585935233
1997-04-15,1779.3299893955966
1997-04-16,1667.356420741399
1997-04-17,1604.8086851259745
1997-04-18,1521.265905387879
1997-04-19,1465.27912106078
1997-04-20,1418.4776685373486
1997-04-21,1362.490884210249
1997-04-22,1301.6927356050398
1997-04-23,1293.8195940590404
1997-04-24,1248.7677285458299
1997-04-25,1142.0429209222964
1997-04-26,1018.2596399491055
1997-04-27,1007.3247211352191
1997-04-28,966.6468231475615
1997-04-29,924.6567349022345
1997-04-30,1292.0848340573807
1997-05-01,1580.537094072489
1997-05-02,1076.4334080389783
1997-05-03,1069.4350599980924
1997-05-04,918.9705771190141
1997-05-05,1032.6937327834332
1997-05-06,1014.3230691761064
1997-05-07,1062.7976704423252
1997-05-08,1139.4185404069638
1997-05-09,1018.697036701661
1997-05-10,970.5833939205605
1997-05-11,965.7720296424507
1997-05-12,965.7720296424507
1997-05-13,929.4680991803447
1997-05-14,923.7819413971237
1997-05-15,939.5282244891238
1997-05-16,928.5933056752336
1997-05-17,923.7819413971237
1997-05-18,923.7819413971237
1997-05-19,918.095783613903
1997-05-20,879.6048693890227
1997-05-21,839.364368153922
1997-05-22,799.9986604239323
1997-05-23,797.8116766611548
1997-05-24,797.8116766611548
1997-05-25,797.8116766611548
1997-05-26,788.6263448574902
1997-05-27,797.8116766611548
1997-05-28,797.8116766611548
1997-05-29,883.5414401620219
1997-05-30,854.2358577408078
1997-05-31,756.2589851683858
1997-06-01,659.5943028536283
1997-06-02,635.1000847105234
1997-06-03,603.6075185265319
1997-06-04,587.8612354345352
1997-06-05,587.8612354345352
1997-06-06,653.0333515652968
1997-06-07,728.2655930048354
1997-06-08,609.2936763097526
1997-06-09,582.1750776513137
1997-06-10,553.7442887352075
1997-06-11,503.88105894388514
1997-06-12,486.38518884166797
1997-06-13,476.76246028544733
1997-06-14,420.8631553088604
1997-06-15,438.140327034801
1997-06-16,605.794502289309
1997-06-17,526.1882933242134
1997-06-18,461.89097069856183
1997-06-19,461.89097069856183
1997-06-20,499.0696946657763
1997-06-21,1760.9261057817475
1997-06-22,820.5563077940392
1997-06-23,716.4558806858381
1997-06-24,679.2771567186234
1997-06-25,723.8916254792829
1997-06-26,740.0753053238325
1997-06-27,742.2622890866104
1997-06-28,729.5777832625014
1997-06-29,713.8315001705054
1997-06-30,1090.906670731748
1997-07-01,971.0207906731164
1997-07-02,902.7868972744624
1997-07-03,852.4862707305859
1997-07-04,797.8116766611548
1997-07-05,762.3825397041621
1997-07-06,709.4575326449512
1997-07-07,670.5154091384862
1997-07-08,1051.8429989088
1997-07-09,865.1707765546939
1997-07-10,798.2490734137103
1997-07-11,784.6897740844918
1997-07-12,755.8215884158302
1997-07-13,755.8215884158302
1997-07-14,755.8215884158302
1997-07-15,755.8215884158302
