datetime,Q_m3d
2008-03-19,2054.967627588184
2008-03-20,2320.6676578469674
2008-03-21,2328.353684534471
2008-03-22,2053.7063309010036
2008-03-23,2008.7857749273705
2008-03-24,1963.011215988459
2008-03-25,1965.914826070405
2008-03-26,2232.705352423313
2008-03-27,2782.3416608763596
2008-03-28,2760.8207861513492
2008-03-29,2731.101482959668
2008-03-30,2802.837732043036
2008-03-31,3030.002520807036
2008-04-01,13358.655984067638
2008-04-02,9867.150260824266
2008-04-03,5472.451001502674
2008-04-04,5139.389845044178
2008-04-05,4603.075982849472
2008-04-06,4522.79970411332
2008-04-07,4833.656783474585
2008-04-08,5127.4338035302835
2008-04-09,5533.939215002704
2008-04-10,5738.899926669471
2008-04-11,8897.002892268236
2008-04-12,10475.200372102341
2008-04-13,10224.12350031055
2008-04-14,8437.549296948568
2008-04-15,6768.827502794975
2008-04-16,5542.479244655486
2008-04-17,4401.189681857706
2008-04-18,4161.7272503937
2008-04-19,4253.276368271522
2008-04-20,4400.1648782993725
2008-04-21,4714.096368335637
2008-04-22,4404.94729490493
2008-04-23,3914.920393428302
2008-04-24,3330.611564584961
2008-04-25,3276.8093777724343
2008-04-26,3288.765419286329
2008-04-27,3239.745649079361
2008-04-28,3014.630467432028
2008-04-29,2669.613269459638
2008-04-30,2609.149859517942
2008-05-01,2408.28836208451
2008-05-02,2344.7505414678126
2008-05-03,2739.2999114263384
2008-05-04,3414.1330545891683
2008-05-05,3431.0423133016766
2008-05-06,3185.0894593015564
2008-05-07,2628.621127126284
2008-05-08,2604.0258417262726
2008-05-09,2366.271416192823
2008-05-10,2257.6422390094367
2008-05-11,2223.82372158442
2008-05-12,2328.353684534471
2008-05-13,2346.80014858448
2008-05-14,2154.8202819899416
2008-05-15,1985.5568942718037
2008-05-16,1971.8928468273527
2008-05-17,1760.10011143836
2008-05-18,1608.9415865841197
2008-05-19,1509.5356414257376
2008-05-20,1467.0062937548835
2008-05-21,1429.9425650618098
2008-05-22,1380.0687918895635
2008-05-23,1329.511816345094
2008-05-24,1298.0845072228565
2008-05-25,1254.359555400613
2008-05-26,1457.9538623229348
2008-05-27,1728.5020017230668
2008-05-28,1493.309585085452
2008-05-29,1356.8399112339964
2008-05-30,1607.4043812466186
2008-05-31,1986.7524984231932
2008-06-01,2297.609577784456
2008-06-02,1960.4492070926249
2008-06-03,1690.0718682855481
